Date,Price
2025-09-17T00:00:00Z,116149.61711111112
2025-09-17T12:00:00Z,116569.3863703704
2025-09-18T00:00:00Z,116940.64600000002
2025-09-18T12:00:00Z,117192.59177777778
2025-09-19T00:00:00Z,117148.39099999999
2025-09-19T12:00:00Z,116692.48518518517
2025-09-20T00:00:00Z,116179.35081481481
2025-09-20T12:00:00Z,115757.31100000003
2025-09-21T00:00:00Z,115545.84070370374
2025-09-21T12:00:00Z,115380.14325925925
2025-09-22T00:00:00Z,114544.30640740739
2025-09-22T12:00:00Z,113431.66444444447
2025-09-23T00:00:00Z,112571.8427777778
2025-09-23T12:00:00Z,111924.11399999999
2025-09-24T00:00:00Z,111919.43251851852
2025-09-24T12:00:00Z,112321.14818518517
2025-09-25T00:00:00Z,112267.92159259261
2025-09-25T12:00:00Z,111193.17714814818
2025-09-26T00:00:00Z,109782.3427777778
2025-09-26T12:00:00Z,108832.59574074075
2025-09-27T00:00:00Z,108514.05655555555
2025-09-27T12:00:00Z,108764.21614814813
2025-09-28T00:00:00Z,109075.18425925926
2025-09-28T12:00:00Z,110120.47040740738
2025-09-29T00:00:00Z,111348.15699999999
2025-09-29T12:00:00Z,113037.29585185186
2025-09-30T00:00:00Z,114079.80381481482
2025-09-30T12:00:00Z,114649.35888888889
2025-10-01T00:00:00Z,115610.87918518517
2025-10-01T12:00:00Z,117187.10137037035
2025-10-02T00:00:00Z,118843.4257037037
2025-10-02T12:00:00Z,120450.76307407407
2025-10-03T00:00:00Z,121429.04174074075
2025-10-03T12:00:00Z,122316.8474074074
2025-10-04T00:00:00Z,122876.98481481482
2025-10-04T12:00:00Z,123195.99970370368
2025-10-05T00:00:00Z,123570.85033333332
2025-10-05T12:00:00Z,123872.94155555556
2025-10-06T00:00:00Z,124299.97574074073
2025-10-06T12:00:00Z,124756.42825925928
2025-10-07T00:00:00Z,125033.15462962964
2025-10-07T12:00:00Z,124159.66625925926
2025-10-08T00:00:00Z,123224.31800000001
2025-10-08T12:00:00Z,122676.84129629632
2025-10-09T00:00:00Z,122518.86118518519
2025-10-09T12:00:00Z,122291.71207407408
2025-10-10T00:00:00Z,121887.37362962961
2025-10-10T12:00:00Z,118904.91248148146
2025-10-11T00:00:00Z,114969.85255555557
2025-10-11T12:00:00Z,111121.56555555557
2025-10-12T00:00:00Z,109072.20966666669
2025-10-12T12:00:00Z,109837.1997037037
2025-10-13T00:00:00Z,111700.409
2025-10-13T12:00:00Z,113805.26566666667
2025-10-14T00:00:00Z,114047.62303703705
2025-10-14T12:00:00Z,113610.10337037036
2025-10-15T00:00:00Z,112684.7470740741
2025-10-15T12:00:00Z,111613.0845925926
2025-10-16T00:00:00Z,110995.93407407407
2025-10-16T12:00:00Z,109779.10148148147
2025-10-17T00:00:00Z,107820.80092592591
2025-10-17T12:00:00Z,106093.84788888886
2025-10-18T00:00:00Z,105349.77222222222
2025-10-18T12:00:00Z,105561.48196296296
2025-10-19T00:00:00Z,106406.60537037038
2025-10-19T12:00:00Z,107498.94562962966
2025-10-20T00:00:00Z,109112.97640740739
2025-10-20T12:00:00Z,110512.46648148149
2025-10-21T00:00:00Z,110787.82737037035
2025-10-21T12:00:00Z,110122.38988888888
2025-10-22T00:00:00Z,108873.42181481484
2025-10-22T12:00:00Z,107813.87188888888
2025-10-23T00:00:00Z,107726.848
2025-10-23T12:00:00Z,108503.98933333333
2025-10-24T00:00:00Z,109829.82425925926
2025-10-24T12:00:00Z,110997.38511111111
2025-10-25T00:00:00Z,111818.08088888892
2025-10-25T12:00:00Z,112204.27255555557
2025-10-26T00:00:00Z,112757.38196296296
2025-10-26T12:00:00Z,113695.63251851853
2025-10-27T00:00:00Z,114880.52651851851
2025-10-27T12:00:00Z,115459.04925925926
2025-10-28T00:00:00Z,115460.16781481483
2025-10-28T12:00:00Z,114673.71218518521
2025-10-29T00:00:00Z,113781.06851851854
2025-10-29T12:00:00Z,112215.61211111111
2025-10-30T00:00:00Z,110568.09103703703
2025-10-30T12:00:00Z,108889.33018518517
2025-10-31T00:00:00Z,108336.58018518517
2025-10-31T12:00:00Z,108457.31903703701
